head,relation,tail
BrownSpot,occurs_in_season,Summer
BrownSpot,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,LeafWilting
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Winter
DownyMildew,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,RapidLeafDecay
LateBlight,disease_triggered_by_condition,LowTemperature
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,WhitePowderyGrowth
LateBlight,disease_triggered_by_condition,HighHumidity
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,Carbendazim
Potato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,BrownCircularSpots
EarlyBlight,disease_triggered_by_condition,HeavyRain
EarlyBlight,occurs_in_season,Monsoon
EarlyBlight,disease_treated_by,Mancozeb
Potato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,YellowMargins
RustDisease,disease_triggered_by_condition,HighHumidity
RustDisease,occurs_in_season,Winter
RustDisease,disease_treated_by,Azoxystrobin
BellPepper,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,RapidLeafDecay
EarlyBlight,disease_triggered_by_condition,HighHumidity
EarlyBlight,occurs_in_season,Monsoon
EarlyBlight,disease_treated_by,NeemExtract
BellPepper,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,BrownSpots
BrownSpot,disease_triggered_by_condition,HeavyRain
BrownSpot,occurs_in_season,Summer
BrownSpot,disease_treated_by,SulfurSpray
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,RapidLeafDecay
LeafSpot,disease_triggered_by_condition,HighHumidity
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,LeafCurling
RustDisease,disease_triggered_by_condition,HeavyRain
RustDisease,occurs_in_season,Monsoon
RustDisease,disease_treated_by,Azoxystrobin
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,YellowLeaves
PowderyMildew,disease_triggered_by_condition,ModerateHumidity
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,SulfurSpray
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,DarkCircularSpots
PowderyMildew,disease_triggered_by_condition,HighTemperature
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,Metalaxyl
Potato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,ElongatedLesions
BacterialLeafBlight,disease_triggered_by_condition,HeavyRain
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Azoxystrobin
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,YellowMargins
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,CopperFungicide
Potato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,GrayFungalGrowth
EarlyBlight,disease_triggered_by_condition,HeavyRain
EarlyBlight,occurs_in_season,Monsoon
EarlyBlight,disease_treated_by,Carbendazim
BellPepper,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,DarkCircularSpots
BacterialLeafBlight,disease_triggered_by_condition,HeavyRain
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Carbendazim
BellPepper,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,WaterSoakedLesions
BrownSpot,disease_triggered_by_condition,LowTemperature
BrownSpot,occurs_in_season,Monsoon
BrownSpot,disease_treated_by,Mancozeb
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,RapidLeafDecay
LateBlight,disease_triggered_by_condition,LowTemperature
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,WaterSoakedLesions
LeafSpot,disease_triggered_by_condition,ModerateHumidity
LeafSpot,occurs_in_season,Winter
LeafSpot,disease_treated_by,Carbendazim
BellPepper,crop_has_disease,LeafBlight
LeafBlight,disease_exhibits_symptom,DarkCircularSpots
LeafBlight,disease_triggered_by_condition,HeavyRain
LeafBlight,occurs_in_season,Summer
LeafBlight,disease_treated_by,Streptomycin
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,DarkCircularSpots
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,Streptomycin
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,ReddishPustules
PowderyMildew,disease_triggered_by_condition,HighTemperature
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,SulfurSpray
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,BrownSpots
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,Propiconazole
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,ElongatedLesions
LateBlight,disease_triggered_by_condition,HighTemperature
LateBlight,occurs_in_season,Summer
LateBlight,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,WhitePowderyGrowth
LeafSpot,disease_triggered_by_condition,HighHumidity
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,WhitePowderyGrowth
LateBlight,disease_triggered_by_condition,HighTemperature
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,WhitePowderyGrowth
BrownSpot,disease_triggered_by_condition,HighHumidity
BrownSpot,occurs_in_season,Summer
BrownSpot,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,DarkCircularSpots
LateBlight,disease_triggered_by_condition,HeavyRain
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,Streptomycin
BellPepper,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,LeafWilting
BrownSpot,disease_triggered_by_condition,HighTemperature
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,Propiconazole
Potato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,BrownSpots
EarlyBlight,disease_triggered_by_condition,HighTemperature
EarlyBlight,occurs_in_season,Monsoon
EarlyBlight,disease_treated_by,Metalaxyl
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,RapidLeafDecay
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,NeemExtract
BellPepper,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,GrayFungalGrowth
BacterialLeafBlight,disease_triggered_by_condition,HighTemperature
BacterialLeafBlight,occurs_in_season,Monsoon
BacterialLeafBlight,disease_treated_by,Propiconazole
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,RapidLeafDecay
LateBlight,disease_triggered_by_condition,HighHumidity
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,BrownSpots
DownyMildew,disease_triggered_by_condition,LowTemperature
DownyMildew,occurs_in_season,Winter
DownyMildew,disease_treated_by,Mancozeb
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,WhitePowderyGrowth
LeafSpot,disease_triggered_by_condition,LowTemperature
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,Azoxystrobin
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,ReddishPustules
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Winter
PowderyMildew,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,ElongatedLesions
LateBlight,disease_triggered_by_condition,ModerateHumidity
LateBlight,occurs_in_season,Summer
LateBlight,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,BrownSpots
DownyMildew,disease_triggered_by_condition,HeavyRain
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Azoxystrobin
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,DarkCircularSpots
LeafSpot,disease_triggered_by_condition,HighTemperature
LeafSpot,occurs_in_season,Winter
LeafSpot,disease_treated_by,Azoxystrobin
Potato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,WhitePowderyGrowth
BrownSpot,disease_triggered_by_condition,LowTemperature
BrownSpot,occurs_in_season,Monsoon
BrownSpot,disease_treated_by,NeemExtract
BellPepper,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,RapidLeafDecay
BrownSpot,disease_triggered_by_condition,LowTemperature
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,NeemExtract
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,YellowMargins
LeafSpot,disease_triggered_by_condition,HeavyRain
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,Mancozeb
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,YellowLeaves
LateBlight,disease_triggered_by_condition,HeavyRain
LateBlight,occurs_in_season,Winter
LateBlight,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,DarkCircularSpots
RustDisease,disease_triggered_by_condition,HighTemperature
RustDisease,occurs_in_season,Monsoon
RustDisease,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,WhitePowderyGrowth
RustDisease,disease_triggered_by_condition,LowTemperature
RustDisease,occurs_in_season,Winter
RustDisease,disease_treated_by,Propiconazole
BellPepper,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,RapidLeafDecay
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Summer
DownyMildew,disease_treated_by,Metalaxyl
Potato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,WhitePowderyGrowth
RustDisease,disease_triggered_by_condition,HighHumidity
RustDisease,occurs_in_season,Summer
RustDisease,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,BrownCircularSpots
EarlyBlight,disease_triggered_by_condition,HighHumidity
EarlyBlight,occurs_in_season,Summer
EarlyBlight,disease_treated_by,Streptomycin
Potato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,YellowMargins
BacterialLeafBlight,disease_triggered_by_condition,ModerateHumidity
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Propiconazole
Potato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,LeafWilting
RustDisease,disease_triggered_by_condition,ModerateHumidity
RustDisease,occurs_in_season,Winter
RustDisease,disease_treated_by,Propiconazole
BellPepper,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,RapidLeafDecay
DownyMildew,disease_triggered_by_condition,HighHumidity
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,LeafWilting
LateBlight,disease_triggered_by_condition,HighHumidity
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,BrownSpots
LeafSpot,disease_triggered_by_condition,ModerateHumidity
LeafSpot,occurs_in_season,Summer
LeafSpot,disease_treated_by,CopperFungicide
BellPepper,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,ReddishPustules
LeafSpot,disease_triggered_by_condition,ModerateHumidity
LeafSpot,occurs_in_season,Winter
LeafSpot,disease_treated_by,CopperFungicide
BellPepper,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,LeafCurling
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Winter
PowderyMildew,disease_treated_by,NeemExtract
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,ElongatedLesions
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Winter
DownyMildew,disease_treated_by,Streptomycin
Potato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,ElongatedLesions
EarlyBlight,disease_triggered_by_condition,HighTemperature
EarlyBlight,occurs_in_season,Winter
EarlyBlight,disease_treated_by,Metalaxyl
Tomato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,ElongatedLesions
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,WhitePowderyGrowth
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Winter
PowderyMildew,disease_treated_by,Metalaxyl
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,YellowLeaves
RustDisease,disease_triggered_by_condition,HeavyRain
RustDisease,occurs_in_season,Summer
RustDisease,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,RapidLeafDecay
LeafSpot,disease_triggered_by_condition,ModerateHumidity
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,YellowMargins
DownyMildew,disease_triggered_by_condition,HighTemperature
DownyMildew,occurs_in_season,Winter
DownyMildew,disease_treated_by,SulfurSpray
Potato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,LeafCurling
BrownSpot,disease_triggered_by_condition,HeavyRain
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,Mancozeb
BellPepper,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,BrownSpots
RustDisease,disease_triggered_by_condition,HighHumidity
RustDisease,occurs_in_season,Winter
RustDisease,disease_treated_by,Carbendazim
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,RapidLeafDecay
RustDisease,disease_triggered_by_condition,LowTemperature
RustDisease,occurs_in_season,Winter
RustDisease,disease_treated_by,Carbendazim
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,LeafCurling
PowderyMildew,disease_triggered_by_condition,LowTemperature
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,LeafBlight
LeafBlight,disease_exhibits_symptom,LeafCurling
LeafBlight,disease_triggered_by_condition,HighHumidity
LeafBlight,occurs_in_season,Winter
LeafBlight,disease_treated_by,CopperFungicide
Potato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,ReddishPustules
EarlyBlight,disease_triggered_by_condition,ModerateHumidity
EarlyBlight,occurs_in_season,Winter
EarlyBlight,disease_treated_by,Propiconazole
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,DarkCircularSpots
PowderyMildew,disease_triggered_by_condition,ModerateHumidity
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,Metalaxyl
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,BrownSpots
PowderyMildew,disease_triggered_by_condition,LowTemperature
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,YellowLeaves
BrownSpot,disease_triggered_by_condition,LowTemperature
BrownSpot,occurs_in_season,Summer
BrownSpot,disease_treated_by,Streptomycin
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,LeafCurling
LateBlight,disease_triggered_by_condition,HighTemperature
LateBlight,occurs_in_season,Summer
LateBlight,disease_treated_by,Propiconazole
Potato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,ElongatedLesions
BacterialLeafBlight,disease_triggered_by_condition,HeavyRain
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,SulfurSpray
Potato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,ReddishPustules
DownyMildew,disease_triggered_by_condition,HighTemperature
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Streptomycin
Tomato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,RapidLeafDecay
BacterialLeafBlight,disease_triggered_by_condition,HeavyRain
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,LeafWilting
DownyMildew,disease_triggered_by_condition,LowTemperature
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Azoxystrobin
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,WhitePowderyGrowth
LateBlight,disease_triggered_by_condition,HighTemperature
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,CopperFungicide
Potato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,ReddishPustules
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Propiconazole
Potato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,BrownCircularSpots
BacterialLeafBlight,disease_triggered_by_condition,HighHumidity
BacterialLeafBlight,occurs_in_season,Winter
BacterialLeafBlight,disease_treated_by,Mancozeb
BellPepper,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,GrayFungalGrowth
LeafSpot,disease_triggered_by_condition,HighTemperature
LeafSpot,occurs_in_season,Winter
LeafSpot,disease_treated_by,Propiconazole
Tomato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,LeafWilting
LeafSpot,disease_triggered_by_condition,HighHumidity
LeafSpot,occurs_in_season,Summer
LeafSpot,disease_treated_by,Azoxystrobin
BellPepper,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,LeafWilting
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Winter
DownyMildew,disease_treated_by,Carbendazim
BellPepper,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,ReddishPustules
LateBlight,disease_triggered_by_condition,HighHumidity
LateBlight,occurs_in_season,Summer
LateBlight,disease_treated_by,Mancozeb
BellPepper,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,YellowMargins
BacterialLeafBlight,disease_triggered_by_condition,LowTemperature
BacterialLeafBlight,occurs_in_season,Winter
BacterialLeafBlight,disease_treated_by,NeemExtract
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,LeafWilting
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Summer
PowderyMildew,disease_treated_by,SulfurSpray
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,WaterSoakedLesions
PowderyMildew,disease_triggered_by_condition,HeavyRain
PowderyMildew,occurs_in_season,Winter
PowderyMildew,disease_treated_by,Streptomycin
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,DarkCircularSpots
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,Carbendazim
Potato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,WaterSoakedLesions
RustDisease,disease_triggered_by_condition,HighHumidity
RustDisease,occurs_in_season,Monsoon
RustDisease,disease_treated_by,Metalaxyl
Potato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,RapidLeafDecay
BrownSpot,disease_triggered_by_condition,ModerateHumidity
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,Mancozeb
Tomato,crop_has_disease,RustDisease
RustDisease,disease_exhibits_symptom,ReddishPustules
RustDisease,disease_triggered_by_condition,ModerateHumidity
RustDisease,occurs_in_season,Monsoon
RustDisease,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,DarkCircularSpots
LateBlight,disease_triggered_by_condition,HeavyRain
LateBlight,occurs_in_season,Monsoon
LateBlight,disease_treated_by,Metalaxyl
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,YellowLeaves
LeafSpot,disease_triggered_by_condition,HighTemperature
LeafSpot,occurs_in_season,Monsoon
LeafSpot,disease_treated_by,CopperFungicide
Tomato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,YellowMargins
BacterialLeafBlight,disease_triggered_by_condition,ModerateHumidity
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Propiconazole
Potato,crop_has_disease,LateBlight
LateBlight,disease_exhibits_symptom,GrayFungalGrowth
LateBlight,disease_triggered_by_condition,HighTemperature
LateBlight,occurs_in_season,Winter
LateBlight,disease_treated_by,SulfurSpray
Potato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,YellowMargins
DownyMildew,disease_triggered_by_condition,HighTemperature
DownyMildew,occurs_in_season,Monsoon
DownyMildew,disease_treated_by,Carbendazim
Tomato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,ElongatedLesions
BacterialLeafBlight,disease_triggered_by_condition,HighTemperature
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Streptomycin
BellPepper,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,BrownSpots
LeafSpot,disease_triggered_by_condition,ModerateHumidity
LeafSpot,occurs_in_season,Summer
LeafSpot,disease_treated_by,CopperFungicide
Potato,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,BrownCircularSpots
DownyMildew,disease_triggered_by_condition,HeavyRain
DownyMildew,occurs_in_season,Summer
DownyMildew,disease_treated_by,SulfurSpray
Tomato,crop_has_disease,LeafBlight
LeafBlight,disease_exhibits_symptom,YellowLeaves
LeafBlight,disease_triggered_by_condition,HighHumidity
LeafBlight,occurs_in_season,Winter
LeafBlight,disease_treated_by,CopperFungicide
Potato,crop_has_disease,LeafBlight
LeafBlight,disease_exhibits_symptom,RapidLeafDecay
LeafBlight,disease_triggered_by_condition,HighHumidity
LeafBlight,occurs_in_season,Winter
LeafBlight,disease_treated_by,Streptomycin
Potato,crop_has_disease,LeafSpot
LeafSpot,disease_exhibits_symptom,WaterSoakedLesions
LeafSpot,disease_triggered_by_condition,LowTemperature
LeafSpot,occurs_in_season,Winter
LeafSpot,disease_treated_by,SulfurSpray
Potato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,BrownCircularSpots
BacterialLeafBlight,disease_triggered_by_condition,HighHumidity
BacterialLeafBlight,occurs_in_season,Summer
BacterialLeafBlight,disease_treated_by,Azoxystrobin
Tomato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,BrownCircularSpots
BrownSpot,disease_triggered_by_condition,HeavyRain
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,NeemExtract
Tomato,crop_has_disease,BacterialLeafBlight
BacterialLeafBlight,disease_exhibits_symptom,LeafCurling
BacterialLeafBlight,disease_triggered_by_condition,HighTemperature
BacterialLeafBlight,occurs_in_season,Winter
BacterialLeafBlight,disease_treated_by,SulfurSpray
BellPepper,crop_has_disease,DownyMildew
DownyMildew,disease_exhibits_symptom,YellowLeaves
DownyMildew,disease_triggered_by_condition,ModerateHumidity
DownyMildew,occurs_in_season,Summer
DownyMildew,disease_treated_by,Azoxystrobin
Potato,crop_has_disease,PowderyMildew
PowderyMildew,disease_exhibits_symptom,WaterSoakedLesions
PowderyMildew,disease_triggered_by_condition,HighHumidity
PowderyMildew,occurs_in_season,Monsoon
PowderyMildew,disease_treated_by,Mancozeb
Tomato,crop_has_disease,BrownSpot
BrownSpot,disease_exhibits_symptom,LeafWilting
BrownSpot,disease_triggered_by_condition,ModerateHumidity
BrownSpot,occurs_in_season,Winter
BrownSpot,disease_treated_by,Propiconazole
Tomato,crop_has_disease,EarlyBlight
EarlyBlight,disease_exhibits_symptom,GrayFungalGrowth
EarlyBlight,disease_triggered_by_condition,HeavyRain
EarlyBlight,occurs_in_season,Monsoon
EarlyBlight,disease_treated_by,Azoxystrobin
BellPepper,crop_has_disease,LeafBlight
LeafBlight,disease_exhibits_symptom,BrownCircularSpots
LeafBlight,disease_triggered_by_condition,ModerateHumidity
LeafBlight,occurs_in_season,Winter
